ParkName,State,partySize,BookingType,RateType,Equipment
Caribou Munroes,GERMANY ,4,CampsitePermit,Senior,LT30ft
Thomas Raddall,GERMANY ,5,CampsitePermit,Full,Tents
Five Islands,GERMANY ,1,CampsitePermit,Full,LT20ft
Five Islands,GERMANY ,2,CampsitePermit,Full,ST
Rissers Beach,GERMANY ,4,CampsitePermit,Full,LT20ft
Rissers Beach,GERMANY ,3,CampsitePermit,Full,LT20ft
Five Islands,GERMANY ,2,CampsitePermit,Full,LT20ft
Five Islands,GERMANY ,2,CampsitePermit,Full,LT20ft
Smileys,GERMANY ,6,CampsitePermit,Full,LT20ft
Five Islands,GERMANY ,2,CampsitePermit,Veteran,LT20ft
Graves Island,GERMANY ,2,CampsitePermit,Full,LT30ft
Porters Lake,SWITZERLAND ,2,CampsitePermit,Full,LT20ft
Five Islands,GERMANY ,2,CampsitePermit,Full,LT20ft
Rissers Beach,GERMANY ,6,CampsitePermit,Full,LT20ft
Mira River,GERMANY ,4,CampsitePermit,Full,LT20ft
Five Islands,SWITZERLAND ,2,CampsitePermit,Full,ST
The Islands,SWITZERLAND ,2,CampsitePermit,Full,LT20ft
Rissers Beach,GERMANY ,1,CampsitePermit,Full,LT20ft
Blomidon,GERMANY ,1,CampsitePermit,Full,ST
Laurie,GERMANY ,4,CampsitePermit,Full,LT20ft
Thomas Raddall,GERMANY ,2,CampsitePermit,Full,LT30ft
Graves Island,GERMANY ,5,CampsitePermit,Full,ST
Ellenwood Lake,GERMANY ,4,CampsitePermit,Full,ST
Whycocomagh,SWITZERLAND ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT40ft
Laurie,PE ,1,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,LT20ft
Thomas Raddall,NS ,4,CampsitePermit,Full,LT20ft
Whycocomagh,NS ,4,YurtPermit,Full,Tents
Graves Island,UK,3,CampsitePermit,Full,Tents
Porters Lake,NS ,2,CampsitePermit,Full,LT20ft
Five Islands,CT ,2,CampsitePermit,Senior,ST
Cape Chignecto,NS ,4,BackcountryPermit,Full,ST
The Islands,GERMANY ,1,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,5,CampsitePermit,Senior,ST
Mira River,CA ,2,CampsitePermit,Senior,ST
Thomas Raddall,NB ,6,CampsitePermit,Full,Tents
Rissers Beach,AB ,1,CampsitePermit,Full,LT30ft
Mira River,NS ,2,CampsitePermit,Full,ST
Smileys,ON ,1,CampsitePermit,Full,ST
Boylston,NS ,1,CampsitePermit,Full,ST
Mira River,GERMANY ,3,CampsitePermit,Full,ST
Amherst Shore,NS ,2,CampsitePermit,Senior,LT30ft
Rissers Beach,AB ,4,CampsitePermit,FULL,LT30ft
Thomas Raddall,NS ,1,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,LT40ft
Blomidon,NS ,4,CampsitePermit,Full,ST
Five Islands,NS ,5,CampsitePermit,Full,Tents
Five Islands,NS ,1,CampsitePermit,Senior,ST
Five Islands,NS ,5,CampsitePermit,Full,ST
Rissers Beach,ON ,2,CampsitePermit,Full,ST
Thomas Raddall,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Veteran,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,Tents
Smileys,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,QC ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,MA ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,5,CampsitePermit,Full,ST
Caribou Munroes,NB ,2,CampsitePermit,Full,ST
Battery,AB ,2,CampsitePermit,Senior,ST
Graves Island,NB ,2,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,LT20ft
Whycocomagh,NS ,3,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,LT40ft
Mira River,SWAZILAND ,5,CampsitePermit,Full,LT20ft
Graves Island,NS ,4,CampsitePermit,Senior,Tents
Caribou Munroes,NS ,4,CampsitePermit,Full,LT20ft
Whycocomagh,VT ,4,YurtPermit,Full,Tents
Salsman,NS ,2,CampsitePermit,Senior,LT20ft
Mira River,NS ,2,CampsitePermit,Full,ST
Rissers Beach,ON ,4,CampsitePermit,Full,ST
Mira River,BC ,2,CampsitePermit,Senior,ST
Battery,NE ,2,CampsitePermit,Senior,ST
Whycocomagh,NS ,2,CampsitePermit,Senior,ST
Caribou Munroes,IL ,4,CampsitePermit,Full,ST
Laurie,NS ,3,CampsitePermit,Full,ST
Dollar Lake,NS ,6,CampsitePermit,Full,Tents
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Blomidon,ON ,2,CampsitePermit,Full,ST
Mira River,NS ,6,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,LT30ft
Smileys,GERMANY ,1,CampsitePermit,Full,ST
Whycocomagh,NC ,2,CampsitePermit,Senior,ST
Smileys,NS ,2,CampsitePermit,Full,LT20ft
Valleyview,NS ,1,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,QC ,1,CampsitePermit,Full,ST
Five Islands,ON ,2,CampsitePermit,Full,ST
Blomidon,NS ,3,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Amherst Shore,NS ,2,CampsitePermit,Senior,LT20ft
The Islands,NB ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,AB ,5,CampsitePermit,Full,LT20ft
Caribou Munroes,FRANCE ,2,CampsitePermit,Senior,LT20ft
Dollar Lake,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,GERMANY ,1,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,Tents
Laurie,NS ,3,CampsitePermit,Full,LT30ft
Graves Island,NC ,3,CampsitePermit,Full,LT20ft
Mira River,AB ,3,CampsitePermit,Full,ST
Graves Island,BC ,2,CampsitePermit,Full,LT30ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,QC ,4,CampsitePermit,Full,ST
Amherst Shore,NS ,2,CampsitePermit,Full,LT20ft
Graves Island,NS ,1,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,VT ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Mira River,NS ,2,CampsitePermit,Senior,LT20ft
Caribou Munroes,BC ,1,CampsitePermit,Full,ST
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT20ft
Graves Island,NS ,1,CampsitePermit,Full,LT30ft
Mira River,NY ,2,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Blomidon,NS ,3,CampsitePermit,Full,LT20ft
Graves Island,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,LT40ft
Five Islands,ON ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT40ft
Dollar Lake,NS ,6,CampsitePermit,Full,Tents
Mira River,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,6,CampsitePermit,Full,ST
Rissers Beach,QC ,2,CampsitePermit,Senior,LT20ft
Whycocomagh,AB ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,LT30ft
Five Islands,QC ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT30ft
Amherst Shore,NS ,2,CampsitePermit,Senior,LT20ft
Graves Island,NS ,1,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Senior,LT30ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT40ft
Porters Lake,NB ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Rissers Beach,BC ,2,CampsitePermit,Full,Greater than 40ft
Five Islands,NS ,2,CampsitePermit,Senior,ST
Mira River,NS ,4,CampsitePermit,Full,ST
Five Islands,SC ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Blomidon,NS ,2,CampsitePermit,Senior,LT30ft
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Thomas Raddall,NY ,1,CampsitePermit,Full,ST
Porters Lake,NS ,3,CampsitePermit,Full,LT20ft
Mira River,NS ,2,CampsitePermit,Full,LT30ft
Mira River,NS ,2,CampsitePermit,Full,LT30ft
The Islands,NS ,5,CampsitePermit,Full,Tents
Amherst Shore,NS ,2,CampsitePermit,Full,LT20ft
Whycocomagh,CO ,2,CampsitePermit,Full,LT20ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT30ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Blomidon,ON ,2,CampsitePermit,Senior,ST
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,LT30ft
Mira River,NS ,2,CampsitePermit,Full,LT20ft
Graves Island,ON ,3,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,NC ,2,CampsitePermit,Full,LT20ft
Laurie,NS ,3,CampsitePermit,Full,ST
Battery,QC ,2,CampsitePermit,Senior,LT40ft
Laurie,NS ,4,CampsitePermit,Full,ST
Porters Lake,ON ,2,CampsitePermit,Full,ST
Five Islands,QC ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Battery,BC ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Whycocomagh,SWITZERLAND ,1,CampsitePermit,Full,LT20ft
Blomidon,QC ,1,CampsitePermit,Full,ST
Graves Island,ON ,2,CampsitePermit,Full,LT20ft
Ellenwood Lake,ON ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Senior,LT20ft
Dollar Lake,NS ,4,CampsitePermit,Full,LT30ft
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Five Islands,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,5,CampsitePermit,Full,LT30ft
Caribou Munroes,NB ,1,CampsitePermit,Senior,LT20ft
Graves Island,NS ,2,CampsitePermit,Full,LT30ft
Laurie,NS ,2,CampsitePermit,Senior,LT20ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Five Islands,ON ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Mira River,NS ,2,CampsitePermit,Full,ST
Dollar Lake,ON ,3,CampsitePermit,Full,ST
Porters Lake,NS ,3,CampsitePermit,Full,Tents
Battery,NS ,1,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,5,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT30ft
Caribou Munroes,OR ,2,CampsitePermit,Senior,ST
Rissers Beach,NS ,2,CampsitePermit,Senior,LT30ft
Rissers Beach,NS ,4,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Senior,LT20ft
Battery,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,5,CampsitePermit,Full,ST
Thomas Raddall,QC ,1,CampsitePermit,Full,LT20ft
Porters Lake,NS ,2,CampsitePermit,Full,LT20ft
Valleyview,NS ,2,CampsitePermit,Full,ST
Laurie,QC ,4,CampsitePermit,Full,LT30ft
Dollar Lake,NB ,2,CampsitePermit,Full,ST
Laurie,ON ,2,CampsitePermit,Full,Tents
Whycocomagh,MA ,2,CampsitePermit,Senior,LT20ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Blomidon,ON ,2,CampsitePermit,Full,ST
Laurie,NS ,1,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,PA ,3,CampsitePermit,Full,ST
Graves Island,ON ,1,CampsitePermit,Senior,ST
Graves Island,NS ,2,CampsitePermit,Full,ST
Blomidon,NETHERLANDS ,4,CampsitePermit,Full,LT20ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Mira River,NS ,4,CampsitePermit,Full,LT40ft
Blomidon,NS ,4,CampsitePermit,Full,LT30ft
Whycocomagh,NS ,5,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT40ft
Blomidon,NB ,2,CampsitePermit,Full,ST
Caribou Munroes,ON ,2,CampsitePermit,Full,ST
Blomidon,NB ,5,CampsitePermit,Full,LT30ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Full,LT20ft
Porters Lake,QC ,4,CampsitePermit,Full,LT30ft
Rissers Beach,NB ,2,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT40ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Cape Chignecto,ON ,2,BackcountryPermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Senior,LT40ft
Caribou Munroes,NS ,6,CampsitePermit,Full,Tents
Graves Island,ON ,1,CampsitePermit,Full,ST
Laurie,NS ,1,CampsitePermit,Senior,ST
Smileys,NS ,4,CampsitePermit,Full,LT30ft
Graves Island,NY ,1,CampsitePermit,Full,ST
Caribou Munroes,BC ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Battery,QC ,2,CampsitePermit,Senior,LT30ft
Graves Island,UK,1,CampsitePermit,Full,ST
Five Islands,MA ,2,CampsitePermit,Full,ST
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Smileys,NS ,2,CampsitePermit,Senior,LT20ft
Laurie,AB ,2,CampsitePermit,Senior,LT30ft
Caribou Munroes,PA ,2,CampsitePermit,Full,LT40ft
Rissers Beach,NS ,2,CampsitePermit,Senior,LT20ft
Five Islands,NS ,6,CampsitePermit,Full,Tents
Battery,NB ,2,CampsitePermit,Full,ST
Caribou Munroes,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Mira River,NS ,3,CampsitePermit,Full,Tents
Rissers Beach,NS ,5,CampsitePermit,Full,ST
Ellenwood Lake,NS ,5,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,LT30ft
Battery,PE ,3,CampsitePermit,Full,ST
Valleyview,GERMANY ,2,CampsitePermit,Senior,ST
Amherst Shore,NS ,3,CampsitePermit,Senior,LT20ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Laurie,NS ,3,CampsitePermit,Full,LT40ft
Mira River,ON ,2,CampsitePermit,Senior,LT30ft
Mira River,NS ,2,CampsitePermit,Full,LT30ft
Battery,NS ,1,CampsitePermit,Full,ST
Graves Island,GERMANY ,2,CampsitePermit,Full,LT20ft
Mira River,NS ,4,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,LT20ft
The Islands,NS ,2,CampsitePermit,Full,Tents
Caribou Munroes,QC ,4,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Full,LT20ft
Laurie,IN ,2,CampsitePermit,Senior,LT30ft
Five Islands,NB ,2,CampsitePermit,Full,ST
Laurie,NS ,5,CampsitePermit,Full,LT20ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Salsman,NS ,4,CampsitePermit,Full,Tents
Five Islands,MA ,4,CampsitePermit,Full,ST
Caribou Munroes,ME ,2,CampsitePermit,Full,LT20ft
Whycocomagh,ON ,3,CampsitePermit,Senior,Tents
Graves Island,NS ,4,CampsitePermit,Senior,LT40ft
Graves Island,NS ,3,CampsitePermit,Full,LT30ft
Laurie,NS ,2,CampsitePermit,Full,ST
Battery,NS ,5,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Senior,LT30ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Smileys,NS ,6,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Cape Chignecto,NS ,1,BackcountryPermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Five Islands,QC ,2,CampsitePermit,Full,Tents
Cape Chignecto,NB ,4,BackcountryPermit,Full,ST
Blomidon,NS ,4,CampsitePermit,Full,LT20ft
Blomidon,QC ,2,CampsitePermit,Full,LT40ft
The Islands,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Mira River,QC ,2,CampsitePermit,Full,LT30ft
The Islands,WA ,2,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,4,CampsitePermit,Full,LT30ft
Rissers Beach,SWITZERLAND ,4,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,4,CampsitePermit,Full,Tents
Mira River,QC ,2,CampsitePermit,Senior,ST
Rissers Beach,QC ,2,CampsitePermit,Full,ST
Laurie,NS ,8,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Blomidon,MB,2,CampsitePermit,Full,ST
Mira River,AB ,2,CampsitePermit,Full,LT30ft
Graves Island,QC ,2,CampsitePermit,Full,LT20ft
Porters Lake,ON ,3,CampsitePermit,Full,LT20ft
Graves Island,AB ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,LT20ft
Thomas Raddall,QC ,1,CampsitePermit,Full,ST
Whycocomagh,ME ,2,CampsitePermit,Full,ST
Amherst Shore,NS ,1,CampsitePermit,Full,ST
Five Islands,NY ,2,CampsitePermit,Full,ST
Porters Lake,NS ,6,CampsitePermit,Full,ST
Dollar Lake,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,6,CampsitePermit,Full,LT20ft
Smileys,NB ,2,CampsitePermit,Full,LT20ft
Mira River,ON ,2,CampsitePermit,Senior,ST
Blomidon,ON ,1,CampsitePermit,Full,ST
Rissers Beach,ON ,1,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,LT30ft
Laurie,NS ,2,CampsitePermit,Full,LT30ft
Five Islands,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,LT40ft
Laurie,NS ,2,CampsitePermit,Full,LT40ft
Graves Island,NS ,2,CampsitePermit,Full,LT30ft
Blomidon,ON ,2,CampsitePermit,Senior,ST
Graves Island,QC ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,GERMANY ,4,CampsitePermit,Full,ST
Thomas Raddall,NH ,2,CampsitePermit,Full,ST
Amherst Shore,QC ,2,CampsitePermit,Full,ST
Porters Lake,NS ,4,CampsitePermit,Veteran,LT30ft
Thomas Raddall,NS ,3,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Whycocomagh,AB ,1,CampsitePermit,Full,ST
Amherst Shore,NS ,5,CampsitePermit,Full,LT30ft
Mira River,ON ,3,CampsitePermit,Full,LT30ft
Graves Island,NS ,3,CampsitePermit,Full,LT30ft
Thomas Raddall,GERMANY ,2,CampsitePermit,Full,ST
Five Islands,BC ,2,CampsitePermit,Senior,ST
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,LT20ft
Mira River,NS ,1,CampsitePermit,Full,ST
Five Islands,ON ,2,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,ST
Whycocomagh,QC ,4,CampsitePermit,Full,LT20ft
Rissers Beach,ON ,4,CampsitePermit,Full,ST
Five Islands,NETHERLANDS ,3,CampsitePermit,Full,ST
Blomidon,PA ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,5,CampsitePermit,Full,ST
Cape Chignecto,NB ,2,BackcountryPermit,Full,ST
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,6,CampsitePermit,Full,ST
Amherst Shore,ON ,1,CampsitePermit,Senior,ST
Mira River,NS ,4,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT20ft
Valleyview,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Senior,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Boylston,NS ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Smileys,NS ,6,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Senior,Tents
Laurie,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,1,CampsitePermit,Full,ST
Five Islands,NS ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Valleyview,ON ,4,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,6,CampsitePermit,Full,ST
Porters Lake,NS ,3,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,8,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Graves Island,NS ,3,CampsitePermit,Full,ST
Smileys,PE ,2,CampsitePermit,Full,ST
Battery,ON ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,NS ,4,CampsitePermit,Full,LT30ft
Amherst Shore,NS ,4,CampsitePermit,Full,Tents
Whycocomagh,NH ,2,CampsitePermit,Full,LT30ft
Laurie,NS ,2,CampsitePermit,Full,LT40ft
Battery,NS ,2,CampsitePermit,Senior,ST
Cape Chignecto,NS ,1,BackcountryPermit,Full,ST
Laurie,NB ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Five Islands,NB ,2,CampsitePermit,Senior,ST
Blomidon,NS ,3,CampsitePermit,Full,ST
The Islands,NS ,2,CampsitePermit,Full,LT20ft
Amherst Shore,ON ,2,CampsitePermit,Full,LT40ft
Graves Island,NS ,4,CampsitePermit,Full,Tents
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Valleyview,NS ,1,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Whycocomagh,QC ,2,CampsitePermit,Full,ST
Rissers Beach,NB ,4,CampsitePermit,Full,ST
The Islands,NS ,2,CampsitePermit,Full,Tents
Porters Lake,NS ,4,CampsitePermit,Full,LT30ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Battery,NS ,2,CampsitePermit,Senior,ST
Five Islands,NS ,2,CampsitePermit,Full,LT20ft
Whycocomagh,MA ,2,CampsitePermit,Full,LT20ft
Blomidon,QC ,2,CampsitePermit,Full,LT20ft
Mira River,QC ,2,CampsitePermit,Senior,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Cape Chignecto,MA ,4,BackcountryPermit,Full,ST
Laurie,AB ,2,CampsitePermit,Full,ST
The Islands,AB ,2,CampsitePermit,Senior,LT30ft
Graves Island,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,LT30ft
Battery,QC ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Senior,LT30ft
Caribou Munroes,NS ,1,CampsitePermit,Full,Tents
Blomidon,SC ,1,CampsitePermit,Full,ST
Cape Chignecto,NB ,1,BackcountryPermit,Full,ST
Thomas Raddall,NS ,5,CampsitePermit,Full,Tents
Porters Lake,NS ,4,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,3,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,3,CampsitePermit,Full,LT30ft
Graves Island,ON ,1,CampsitePermit,Full,ST
Dollar Lake,NS ,1,CampsitePermit,Full,ST
Caribou Munroes,NS ,6,CampsitePermit,Senior,LT30ft
Porters Lake,NS ,3,CampsitePermit,Full,LT40ft
Porters Lake,NS ,2,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Thomas Raddall,NS ,6,CampsitePermit,Full,Tents
Dollar Lake,NS ,6,CampsitePermit,Full,Tents
Thomas Raddall,QC ,2,CampsitePermit,Full,ST
The Islands,NS ,2,CampsitePermit,Senior,LT20ft
Porters Lake,NS ,1,CampsitePermit,Full,ST
Amherst Shore,ON ,2,CampsitePermit,Full,ST
Graves Island,PE ,2,CampsitePermit,Full,LT40ft
Laurie,NY ,2,CampsitePermit,Full,ST
Smileys,NS ,1,CampsitePermit,Full,LT20ft
Graves Island,QC ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT20ft
Blomidon,NS ,4,CampsitePermit,Veteran,Tents
Dollar Lake,NS ,7,CampsitePermit,Full,ST
Battery,VT ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,LT30ft
Mira River,VT ,3,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Laurie,SWITZERLAND ,1,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT40ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Mira River,ON ,3,CampsitePermit,Full,ST
Battery,GERMANY ,2,CampsitePermit,Full,LT30ft
Graves Island,NS ,4,CampsitePermit,Full,LT40ft
Rissers Beach,NS ,2,CampsitePermit,Senior,LT20ft
Mira River,QC ,2,CampsitePermit,Full,Tents
Mira River,NS ,4,CampsitePermit,Full,LT40ft
Whycocomagh,ON ,6,CampsitePermit,Full,LT20ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Ellenwood Lake,ON ,2,CampsitePermit,Senior,LT20ft
Graves Island,NS ,2,CampsitePermit,Full,LT30ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Five Islands,QC ,2,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,ST
